Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Year
271363,2014-12-29,Louisiana,New Orleans,Poydras and Bolivar,0,4,0,0,0,,2014
269679,2014-12-27,California,Los Angeles,8800 block of South Figueroa Street,1,3,0,0,0,,2014
270036,2014-12-27,California,Sacramento,4000 block of May Street,0,4,0,0,0,,2014
269167,2014-12-26,Illinois,East St. Louis,2500 block of Summit Avenue,1,3,0,0,0,,2014
268598,2014-12-24,Missouri,Saint Louis,18th and Pine,1,3,0,0,0,,2014
267792,2014-12-23,Kentucky,Winchester,260 Oxford Dr,1,3,0,0,2,,2014
268282,2014-12-22,Michigan,Detroit,Charlevoix and Philip,1,3,0,0,0,,2014
282186,2014-12-22,New York,Webster,191 Lake Rd,3,2,1,0,0,,2014
267721,2014-12-22,Illinois,Chicago,5700 block of South Green Street,0,5,0,0,0,,2014
266570,2014-12-21,Florida,Sarasota,4034 N Washington Blvd,2,2,0,0,0,,2014
268910,2014-12-21,Mississippi,Waynesboro,Central Avenue,1,4,0,0,2,,2014
266424,2014-12-21,Illinois,Calumet City,600 block of Escanba,1,8,0,0,0,,2014
266407,2014-12-20,Illinois,Rockford,3200 block of Montrose Avenue,4,0,0,0,1,,2014
264901,2014-12-16,New Jersey,Elizabeth,Anna Street,0,4,0,0,0,,2014
263556,2014-12-15,Pennsylvania,Lansdale,100 block of West 5th St,6,0,1,0,0,,2014
263376,2014-12-14,Florida,Miami,1311 Northwest 2nd Avenue,1,4,0,0,0,,2014
263382,2014-12-13,Florida,Tampa,810 E. Skagway Ave.,0,5,0,0,0,,2014
262202,2014-12-12,Oregon,Portland,717 North Killingsworth Court,0,4,0,0,3,,2014
259935,2014-12-07,Indiana,South Bend,16000 block of Roosevelt Road,0,4,0,0,0,,2014
227011,2014-12-02,Missouri,Saint Louis,6000 block of Virginia Avenue,1,3,0,2,0,,2014
226983,2014-12-02,Virginia,Newport News,6128 Jefferson Ave ,0,5,0,0,0,,2014
226534,2014-11-30,Tennessee,Chattanooga,2412 East 13th Street ,0,5,0,0,0,,2014
226388,2014-11-30,New York,Brooklyn,375 Remsen Avenue,0,4,0,0,0,,2014
226150,2014-11-29,New Jersey,Newark,348 S Orange Ave,1,3,0,0,0,,2014
225903,2014-11-29,Georgia,Atlanta,1600 block of Richmond Avenue,3,2,0,0,0,,2014
225830,2014-11-28,Tennessee,Memphis,1849 East Brooks Road ,0,4,0,0,0,,2014
226018,2014-11-27,Texas,Georgetown,Pvt Rd 934,2,3,0,0,0,,2014
225036,2014-11-26,California,San Francisco,Mission and 13th streets,0,6,0,0,0,,2014
224362,2014-11-23,Virginia,Parksley,Parksley Road,0,4,0,0,0,,2014
224131,2014-11-23,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4,0,0,0,,2014
223651,2014-11-22,Ohio,Cleveland,1443 E 92nd St,4,1,0,0,1,,2014
223799,2014-11-22,South Dakota,Sisseton,Fourth Avenue,3,1,1,0,0,,2014
223729,2014-11-22,Ohio,Springfield,Clifton Avenue and Rice Street,1,3,0,0,0,,2014
223582,2014-11-21,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6,0,0,0,,2014
222792,2014-11-19,Illinois,Chicago,700 block of North St. Louis Avenue,1,3,0,0,0,,2014
222393,2014-11-18,Nevada,North Las Vegas,Englestad Street,0,4,0,0,0,,2014
221554,2014-11-16,Ohio,Akron,1891 E Market St,1,4,0,0,1,,2014
224746,2014-11-16,Texas,El Paso,115 S. Durango,0,5,0,1,0,,2014
221347,2014-11-15,Missouri,Springfield,2555 N. Glenstone,4,0,0,0,1,,2014
221577,2014-11-15,Florida,Miami,NW 55th and 12th,1,3,0,0,0,,2014
217831,2014-11-08,California,Pomona,499 E. Arrow Highway,0,5,0,0,0,,2014
218054,2014-11-07,California,Los Angeles,East 126th Street and North Compton Avenue,0,4,0,0,0,,2014
217401,2014-11-07,California,Compton,136th Street ,0,4,0,0,0,,2014
216533,2014-11-05,California,San Francisco,1100 block of Alabama Street ,0,4,0,0,0,,2014
212884,2014-10-29,Tennessee,Memphis,Yale Road and Ramill Road,0,5,0,0,0,,2014
211348,2014-10-26,Kentucky,Cadiz,1410 Old Dover Road,4,0,0,0,1,,2014
210363,2014-10-24,Washington,Marysville,5611 108th St NE,4,1,1,0,0,,2014
209134,2014-10-18,New York,Queens,33-02 Queens Blvd,0,4,0,0,1,,2014
207145,2014-10-18,South Carolina,Graniteville,192 Breezy Hill Road,1,3,0,0,0,,2014
207687,2014-10-18,New York,Brooklyn,Lenox Road,0,4,0,0,0,,2014
206303,2014-10-16,Michigan,Detroit,Mogul Street,1,3,0,0,1,,2014
205726,2014-10-14,Georgia,Peachtree Corners,6505 Bannor Lane,2,2,1,0,0,,2014
205298,2014-10-13,Georgia,Atlanta,85 Mount Zion Road,0,4,0,0,0,,2014
204310,2014-10-12,California,Stockton,1100 block of East March Lane,3,1,0,0,0,,2014
204477,2014-10-12,Georgia,Atlanta,Arthur Langford Jr Place,1,3,0,0,0,,2014
204236,2014-10-11,New York,Utica,222 Bleecker Street,0,4,0,1,1,,2014
202981,2014-10-08,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,0,4,0,0,0,,2014
204254,2014-10-08,New York,Guilderland,1846 Western Ave,4,0,0,0,0,,2014
201052,2014-10-05,Michigan,Detroit,East 7 Mile Road and Sherwood Street,1,5,0,0,0,,2014
201630,2014-10-05,Florida,Jacksonville,7300 block of Linda Drive,3,1,0,0,0,,2014
201648,2014-10-04,Tennessee,Memphis,1400 block of Gherald Street,2,2,0,0,0,,2014
201502,2014-10-04,California,Pomona,1925 West Holt Avenue ,0,4,0,0,0,,2014
198051,2014-09-29,South Carolina,Walterboro,29 Sandy Dam Lane,1,6,0,1,2,,2014
198527,2014-09-29,California,Fresno,2300 block of West Fountain Way ,0,4,0,0,0,,2014
197416,2014-09-28,Pennsylvania,Philadelphia,2800 block of Hope Street,0,4,0,0,0,,2014
197384,2014-09-28,Florida,Miami,NW 7th Ave and NW 64th St,0,15,0,0,0,,2014
197287,2014-09-27,Missouri,Saint Louis,2000 block East John Avenue,0,5,0,0,0,,2014
198064,2014-09-26,South Carolina,Florence,650 Turner Rd,1,4,0,0,2,,2014
194945,2014-09-21,Ohio,East Liverpool,440 First St,0,4,0,0,0,,2014
193960,2014-09-20,Mississippi,Batesville,8297 Curtis Rd,2,2,0,0,0,,2014
193570,2014-09-19,New York,Queens,32-14 106th St,0,4,0,0,0,,2014
192851,2014-09-18,Florida,Bell,2550 NW 29th Terrace,7,0,1,0,0,,2014
191416,2014-09-15,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5,0,0,0,,2014
190874,2014-09-14,Texas,Flour Bluff,229 Naval Air Station Drive,3,1,0,0,0,,2014
2172621,2014-09-14,Texas,Corpus Christi,229 NAS Dr,3,1,0,0,1,,2014
190599,2014-09-14,Alaska,Anchorage,225 E Fifth,0,6,0,0,0,,2014
189562,2014-09-11,Michigan,Detroit,14000 block of Patton,1,7,0,0,0,,2014
188332,2014-09-06,Florida,Orlando,2015 Orange Blossom Trail,0,4,0,0,0,,2014
186488,2014-09-06,Georgia,Macon,576 Poplar Street,0,5,0,0,0,,2014
185393,2014-09-04,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5,0,0,0,,2014
185430,2014-09-03,California,Los Angeles,East 27th and Stanford ,0,6,0,0,0,,2014
185196,2014-09-02,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3,0,0,0,,2014
184507,2014-09-02,California,Highland,25000 block of Fifth Street ,0,5,0,0,0,,2014
183432,2014-08-31,California,Livermore,200 block of South Q Street ,0,5,0,0,0,,2014
182974,2014-08-29,Florida,Brooksville,820 Peach St,3,1,0,0,0,,2014
181947,2014-08-27,Michigan,Detroit,16600 block of Edmore,1,3,0,0,0,,2014
180007,2014-08-24,California,San Fernando,1400 block of Celis Street,4,5,0,0,1,,2014
180018,2014-08-24,Illinois,Chicago,8300 block of South Halsted Street,1,3,0,0,0,,2014
180580,2014-08-24,Georgia,Augusta,1013 Carrie Street,1,3,0,0,0,,2014
178425,2014-08-20,Tennessee,Memphis,1400 block of Briarcrest Lane,0,5,0,0,0,,2014
178006,2014-08-18,Louisiana,Saint Martinville,Main and Hyacinth streets,0,4,0,0,0,,2014
177770,2014-08-17,California,East Palo Alto,Purdue Street and Georgetown Avenue,1,3,0,0,0,,2014
175943,2014-08-17,Massachusetts,Boston,Edinboro Street,0,4,0,0,0,,2014
175911,2014-08-17,New York,Queens,153-38 118th Ave,0,4,0,0,0,,2014
175839,2014-08-17,Nevada,Las Vegas,Owens Avenue and H Street,0,4,0,0,0,,2014
175788,2014-08-16,Utah,Salt Lake City,122 Pierpont Avenue,0,6,0,0,0,,2014
175779,2014-08-16,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,1,3,0,0,0,,2014
174560,2014-08-14,Tennessee,Memphis,797 Pope Street,1,3,0,0,0,,2014
174544,2014-08-13,Tennessee,Clarksville,Treeland Drive,0,4,0,0,0,,2014
175767,2014-08-13,Louisiana,New Orleans,New Orleans and North Rocheblave streets,0,4,0,0,0,,2014
173369,2014-08-12,New York,Buffalo,Oakmont Ave,1,3,0,0,0,,2014
173628,2014-08-12,Georgia,Cartersville,Brent Cir,1,3,1,0,0,,2014
172304,2014-08-10,Louisiana,New Orleans,5400 block of Burgundy St,2,5,0,0,2,,2014
172205,2014-08-10,District of Columbia,Washington,50 block of N St SW,0,6,0,0,0,,2014
172288,2014-08-10,Georgia,Wrightsville,2455 Idylwild Dr,0,6,0,0,0,,2014
172180,2014-08-10,California,Moreno Valley,16300 block of Heather Glen Road ,0,7,0,0,0,,2014
171802,2014-08-09,Minnesota,Minneapolis,400 3rd Ave N,1,8,0,0,0,,2014
173786,2014-08-08,District of Columbia,Washington,2nd St NE and Todd Pl NE,0,4,0,0,0,,2014
171823,2014-08-08,New Mexico,Albuquerque,3426 Vassar NE,1,3,0,0,0,,2014
171778,2014-08-08,Wisconsin,Milwaukee,3000 block of N. 28th Street ,0,4,0,0,0,,2014
170704,2014-08-06,California,Bakersfield,1700 block of Quincy Street ,3,1,0,0,0,,2014
169326,2014-08-04,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5,0,0,0,,2014
168844,2014-08-03,Virginia,Culpeper,14458 Rixeyville Rd,5,0,0,0,0,,2014
168551,2014-08-03,Texas,Humble,3403 FM 1960,0,7,0,0,0,,2014
169024,2014-08-03,Tennessee,Columbia,East 9th Street and Bridge Street,0,5,0,0,0,,2014
168786,2014-08-03,Missouri,Saint Louis,5200 block of Thekla ,0,5,0,0,0,,2014
167872,2014-08-02,Texas,Dallas,5125 Wynell Street,3,1,0,0,1,,2014
168307,2014-08-02,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5,0,0,0,,2014
168169,2014-08-02,Massachusetts,New Bedford,Acushnet Avenue,0,7,0,0,0,,2014
167649,2014-08-01,Pennsylvania,Philadelphia,1500 block of South Etting Street,1,3,0,0,0,,2014
176329,2014-07-30,North Carolina,Hope Mills,5109 New Moon Dr,2,4,1,0,0,,2014
165856,2014-07-28,Pennsylvania,Philadelphia,4900 block of North Front Street,1,4,0,0,0,,2014
165089,2014-07-27,Missouri,Saint Louis,2000 block of East John Avenue,0,5,0,0,0,,2014
164513,2014-07-26,Maine,Saco,35 Water Street,4,0,1,0,0,,2014
166970,2014-07-26,Arkansas,Pine Bluff,Third Ave and Redbud St,1,3,0,0,0,,2014
163930,2014-07-26,Georgia,Sylvester,Royal Street,0,8,0,0,0,,2014
163874,2014-07-25,Illinois,Chicago,700 S California Ave,1,6,0,0,3,,2014
162687,2014-07-23,Pennsylvania,Braddock,700 block of Hickory St,0,4,0,0,0,,2014
161302,2014-07-21,New Jersey,Irvington,36 Welland Avenue,0,6,0,0,0,,2014
162008,2014-07-21,Tennessee,Memphis,300 block of Foote Park Lane,0,4,0,0,0,,2014
161063,2014-07-20,Nevada,Las Vegas,3400 block of N Rancho Dr,1,3,0,0,0,,2014
160998,2014-07-20,Illinois,East Saint Louis,5103 block of Bunkum Rd,1,3,0,0,0,,2014
160488,2014-07-19,Illinois,Chicago,1300 North Mason Avenue,0,4,0,0,0,,2014
159291,2014-07-13,District of Columbia,Washington,1700 block of Lincoln Rd NE,0,4,0,0,0,,2014
158387,2014-07-13,California,Sacramento,1972 Fulton Ave,1,4,0,0,0,,2014
158589,2014-07-13,Connecticut,Stamford,84 West Park Place,0,5,0,0,0,,2014
158306,2014-07-13,Washington,Skyway,12600 Renton Avenue South ,0,5,0,0,0,,2014
157857,2014-07-12,California,Pasadena,1700 block of Summit Avenue,3,2,0,0,0,,2014
157580,2014-07-11,Illinois,Chicago,5200 West Quincy Street,1,3,0,0,0,,2014
156670,2014-07-09,Texas,Spring,711 Leaflet Ln,6,1,0,0,1,,2014
156468,2014-07-08,Rhode Island,Providence,35 March Street,0,5,0,0,0,,2014
162305,2014-07-07,Kentucky,Stopover,KY 194E,0,4,0,0,0,,2014
155943,2014-07-07,California,San Bernardino,312  E Baseline Street ,1,4,0,0,0,,2014
156125,2014-07-06,Florida,Miami,NW 20th Ave and NW 62nd St,2,2,0,0,0,,2014
155412,2014-07-06,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0,4,0,0,0,,2014
155755,2014-07-06,New York,Buffalo,100 block of Erb Street,0,4,0,0,0,,2014
154971,2014-07-05,Oregon,Portland,333 SE 122nd Ave,1,4,0,0,1,,2014
154803,2014-07-05,Texas,Houston,1700 Almeda-Genoa,0,6,0,0,0,,2014
154834,2014-07-05,Virginia,Norfolk,861 W. 36th Street,0,7,0,0,0,,2014
154721,2014-07-05,Indiana,Indianapolis,Broad Ripple Avenue,0,7,0,0,0,,2014
158055,2014-07-05,Illinois,Centreville,4700 Piggott Avenue,0,5,0,0,0,,2014
154844,2014-07-04,Virginia,Norfolk,1722 Thurgood Street,0,5,0,0,0,,2014
156834,2014-07-02,Pennsylvania,Chester,1400 block of West Congress Street,0,5,0,0,0,,2014
153275,2014-06-30,Kentucky,Lexington,Scottsdale Circle,1,3,0,0,1,,2014
152468,2014-06-29,Louisiana,New Orleans,700 block of Bourbon St,1,9,0,0,1,,2014
153648,2014-06-29,Missouri,Saint Louis,2800 block of Dayton,0,4,0,0,0,,2014
152693,2014-06-29,California,Los Angeles,1100 block of North Vermont Avenue,1,5,0,0,1,,2014
152960,2014-06-28,California,Antioch,5500 Cedar Point Way,0,7,0,0,0,,2014
153578,2014-06-28,New York,Manhattan,Fifth Avenue and West 139th Street,0,4,0,0,0,,2014
152722,2014-06-27,California,San Diego,1600 block of Cathy Street,1,3,0,0,0,,2014
157018,2014-06-26,Michigan,Detroit,Grand St,2,2,0,0,0,,2014
151659,2014-06-26,Wisconsin,Milwaukee,24th and Locust,0,5,0,0,0,,2014
151475,2014-06-25,Massachusetts,Lowell,Midland Street,0,5,0,0,0,,2014
150299,2014-06-24,Florida,Miami,Northwest 12th Avenue and 65th Street,2,7,0,0,0,,2014
154136,2014-06-22,California,Windsor,Windsor Avenue,1,3,0,0,0,,2014
150344,2014-06-21,Tennessee,Memphis,2119 East Alcy Road,0,5,0,0,7,,2014
149954,2014-06-21,District of Columbia,Washington,Florida Ave NW and U St NW,0,4,0,0,0,,2014
157013,2014-06-20,Maryland,Seat Pleasant,6600 block of Greig Street,0,4,0,0,0,,2014
146565,2014-06-15,Indiana,Kokomo,5100 Clinton Drive,0,4,0,0,0,,2014
146586,2014-06-15,Illinois,Park Forest,200 Berry Street,0,4,0,0,0,,2014
149706,2014-06-13,California,Los Angeles,8600 block of South Figueroa Street,3,1,0,0,0,,2014
156245,2014-06-09,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,0,6,0,0,0,,2014
144524,2014-06-08,Florida,Fort Myers,17372 Phlox Drive,4,0,1,0,0,,2014
144565,2014-06-08,Alabama,Opp,611 Hardin Street,1,4,0,0,1,,2014
143979,2014-06-07,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3,0,0,0,,2014
143723,2014-06-07,South Carolina,Moncks Corner,Tish Lane,1,5,0,0,0,,2014
142822,2014-06-04,Illinois,Chicago,4900 West West End Avenue,1,3,0,0,0,,2014
142818,2014-06-03,Georgia,Atlanta,Auburn Avenue,1,4,0,0,1,,2014
142076,2014-06-02,Illinois,Chicago,2660 E. 79th St,0,7,0,0,0,,2014
141792,2014-06-01,California,Sacramento,6500 46th Street,0,4,0,0,0,,2014
141382,2014-06-01,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5,0,0,0,,2014
153532,2014-05-31,California,San Bernardino,800 block of West Victoria St,1,3,0,0,0,,2014
139281,2014-05-25,Ohio,Toledo,2100 block of Joffre Avenue,1,3,0,0,0,,2014
138567,2014-05-24,Michigan,Detroit,Strathmoor St,0,4,0,0,0,,2014
138645,2014-05-24,South Carolina,Myrtle Beach,104 N Ocean Blvd,3,1,0,0,0,,2014
138282,2014-05-23,California,Goleta,840 Embarcadero del Norte,3,7,1,0,0,,2014
140185,2014-05-23,Louisiana,New Orleans,6200 block of Eads Street,1,7,0,0,0,,2014
138370,2014-05-23,California,Bellflower,9541 Flower Street,2,2,0,0,0,,2014
142123,2014-05-21,Texas,Dallas,4515 Village Fair Pl,1,3,0,0,0,,2014
135904,2014-05-18,Ohio,Sandusky,1643 Cleveland Rd,0,7,0,0,0,,2014
136567,2014-05-17,California,Coachella,84000 block of Pedro Drive,1,3,0,0,1,,2014
136163,2014-05-17,District of Columbia,Washington,2200 block of Adams Pl NE,0,5,0,0,0,,2014
134823,2014-05-13,Georgia,Atlanta,Panther Trail and Childress Drive,0,5,0,0,0,,2014
134591,2014-05-12,Illinois,Chicago,3400 West 24th Street,0,4,0,0,0,,2014
134238,2014-05-11,Tennessee,Memphis,2517 Shasta,0,7,0,0,0,,2014
156823,2014-05-10,California,Sacramento,3031 Guadalajara Way,1,6,0,0,2,,2014
134044,2014-05-10,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3,0,0,1,,2014
134052,2014-05-10,Georgia,Decatur,Shamrock Dr,2,3,0,0,1,,2014
132897,2014-05-04,Colorado,Wheat Ridge,12100 W 44th,0,4,0,0,0,,2014
131697,2014-05-04,Illinois,Chicago,500 West Erie Street,1,3,0,0,0,,2014
131998,2014-05-03,Arkansas,Jonesboro,2201 Moore Rd,3,4,1,0,0,,2014
132405,2014-05-03,Texas,Houston,Gears Rd and Trickey Rd,0,6,0,0,0,,2014
130933,2014-04-30,Illinois,Chicago,7200 South Phillips Avenue,0,4,0,0,0,,2014
130232,2014-04-29,Georgia,Kennesaw,1675 Airport Road,0,6,1,0,0,,2014
129730,2014-04-27,New York,Troy,Fourth Street,0,5,0,0,0,,2014
128871,2014-04-25,Tennessee,Memphis,2000 Chelsea Avenue,2,3,0,0,0,,2014
173109,2014-04-22,California,Los Angeles,6419 Brynhurst Avenue,1,3,0,0,0,,2014
127045,2014-04-20,Illinois,Montgomery,1300 block of Jackson St,0,6,0,0,0,,2014
127413,2014-04-20,Illinois,Chicago,6600 South Michigan Ave,0,5,0,0,0,,2014
127381,2014-04-20,Florida,Tampa,2902 N. 32nd St.,2,2,0,0,0,,2014
156828,2014-04-14,District of Columbia,Washington,1909 19th St SE,0,4,0,0,0,,2014
125028,2014-04-12,Louisiana,New Orleans,2100 block of Pauger Street,1,3,0,0,0,,2014
124146,2014-04-11,Indiana,Richmond,North 15th and H Streets,0,4,0,0,0,,2014
124131,2014-04-09,Illinois,Rockford,300 N Sunset Ave,0,5,0,0,0,,2014
123891,2014-04-09,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1,0,0,0,,2014
123008,2014-04-07,Louisiana,New Orleans,500 block of South Alexander Street,0,4,0,0,0,,2014
123666,2014-04-06,Massachusetts,Springfield,90 Worthington St.,0,4,0,0,0,,2014
125863,2014-04-06,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4,0,0,0,,2014
122136,2014-04-05,Illinois,Chicago,4300 W Wilcox Street,1,5,0,0,0,,2014
122612,2014-04-05,Arizona,Phoenix,5400 block of W Palm Ln,1,3,0,0,0,,2014
122672,2014-04-05,California,Fairfield,Orchid Street ,0,4,0,0,0,,2014
121031,2014-04-02,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,3,16,1,0,0,,2014
120621,2014-03-30,Mississippi,Starkville,2938 Rockhill Rd,0,5,0,0,1,,2014
120303,2014-03-30,North Carolina,Charlotte,4300 Sunset Road,0,5,0,0,0,,2014
117818,2014-03-23,Texas,Arlington,2700 Majesty Drive,1,3,0,0,0,,2014
172722,2014-03-23,California,Long Beach,601 Long Beach Boulevard,1,3,0,0,0,,2014
117914,2014-03-23,California,San Francisco,Turk and Taylor,0,7,0,0,0,,2014
117642,2014-03-21,South Carolina,North Charleston,7550 Dorchester Road,0,4,0,0,0,,2014
117591,2014-03-16,Texas,Beaumont,S 4th St,3,1,0,0,1,,2014
125855,2014-03-16,Georgia,Waynesboro,4960 Highway 80 West ,0,4,0,0,0,,2014
115012,2014-03-14,New York,Brooklyn,S. Second and Roebling Sts,0,4,0,0,0,,2014
113156,2014-03-09,Ohio,Fremont,531 W State St,3,1,0,0,0,,2014
113247,2014-03-09,Texas,Austin,4900 block of West Race Avenue,0,6,0,0,0,,2014
113214,2014-03-08,Illinois,Chicago,4900 West Race Ave,0,6,0,0,0,,2014
113255,2014-03-08,California,Richmond,1600 block of First Street,1,3,0,0,0,,2014
112415,2014-03-05,South Carolina,Pelzer,Law St,3,1,0,0,1,,2014
111095,2014-03-01,Pennsylvania,Pittsburgh,Hamilton Ave,1,4,0,0,1,,2014
109957,2014-02-25,Virginia,Glade Spring,33325 Graceland Ln,3,1,1,0,0,,2014
109142,2014-02-22,California,Wilmington,1200 block of W Papeete St,0,4,0,0,0,,2014
108649,2014-02-20,California,Alturas,300 W 1st St,4,1,0,0,1,,2014
108691,2014-02-20,Indiana,Indianapolis,3200 block of S Parker Ave,4,0,0,0,1,,2014
107417,2014-02-16,Florida,Orlando (Pine Hills),4500 block of Charlene Terrace,1,6,0,0,0,,2014
108659,2014-02-16,Texas,Fort Worth, 115 NW 25th St.,1,4,0,0,0,,2014
107673,2014-02-16,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5,0,0,0,,2014
107519,2014-02-16,Texas,Dallas,2600 block of South Harwood Street,1,7,0,0,0,,2014
107433,2014-02-16,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4,0,0,0,,2014
107403,2014-02-15,Nevada,Las Vegas,Sahara and Maryland ,0,5,0,0,0,,2014
106243,2014-02-12,California,Stockton,1101 E Lindsay St,1,3,0,0,0,,2014
106394,2014-02-12,Indiana,Gary,2220 block of Broadway,0,4,0,1,0,,2014
106481,2014-02-12,California,Oakland,37th and International ,1,3,0,0,0,,2014
104721,2014-02-07,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5,0,0,0,,2014
105010,2014-02-06,Louisiana,New Orleans,4600 block of Downman Road,0,4,0,0,0,,2014
104218,2014-02-05,Illinois,Chicago,6740 N Clark St,1,3,0,0,0,,2014
103698,2014-02-03,Indiana,Franklin,2100 block of Bridlewood Dr,2,2,1,0,0,,2014
140117,2014-01-30,Texas,Cypress,14015 Fosters Creek Dr,4,0,0,0,1,,2014
101301,2014-01-27,North Carolina,Rocky Mount,821 Word Plaza,0,4,0,0,1,,2014
113665,2014-01-27,Washington,Seattle,2nd Avenue South and South Main Street,1,4,0,0,1,,2014
100434,2014-01-25,Illinois,Chicago,S Union Ave and W 51st St,1,4,0,0,0,,2014
100568,2014-01-25,Florida,Belle Glade,600 block of Covenant Drive,0,4,0,0,0,,2014
98836,2014-01-21,New Jersey,Newark,Springfield Avenue ,2,3,0,0,0,,2014
104902,2014-01-20,Virginia,Manassas,8509 Rixlew Ln,0,4,0,0,0,,2014
97407,2014-01-16,Oklahoma,Ardmore,H St NE and Martin Luther King Blvd,1,4,1,0,0,,2014
97365,2014-01-16,Utah,Spanish Fork,37 N 630 West,4,0,1,0,0,,2014
96792,2014-01-14,California,Los Angeles,West 86th Street,0,4,0,0,0,,2014
96185,2014-01-13,Michigan,Detroit,800 block of Calvert St,0,4,0,0,0,,2014
95579,2014-01-12,Illinois,Elgin,300 block of North St,0,5,0,0,0,,2014
95500,2014-01-12,Louisiana,Tallulah,3600 block of Highway 80 W,0,6,0,0,8,,2014
95550,2014-01-12,Alabama,Huntsville,University Drive,0,5,0,0,0,,2014
95146,2014-01-11,Mississippi,Jackson,3430 W. Capitol Street,0,4,0,0,0,,2014
94514,2014-01-05,Pennsylvania,Erie,829 Parade St,1,3,0,0,0,,2014
92704,2014-01-03,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3,0,0,0,,2014
92194,2014-01-01,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2,0,0,0,,2014
476321,2015-12-31,Louisiana,New Orleans,1900 block of Amelia Street,0,5,0,1,1,,2015
473882,2015-12-27,Tennessee,Jackson,North Parkway,0,4,0,0,0,,2015
472268,2015-12-26,Pennsylvania,Philadelphia,4210 Macalester St,0,4,0,0,2,,2015
471867,2015-12-25,Florida,Jacksonville,Franklin and Odessa,0,4,0,0,0,,2015
471860,2015-12-25,Alabama,Mobile,785 Schillinger Rd S,0,4,0,0,0,,2015
469468,2015-12-21,California,San Leandro,14600 block of East 14th Street,0,4,0,0,2,,2015
468968,2015-12-20,North Carolina,Wilmington,11th and Castle Street,1,4,0,0,0,,2015
469614,2015-12-20,Florida,North Miami Beach,NE 167th St and NE 6th Ave,0,4,0,0,0,,2015
468787,2015-12-19,Florida,Miami,21630 SW 120th Ave,1,4,0,0,0,,2015
464665,2015-12-13,California,Los Angeles,5550 S. Flower Street,1,3,0,0,0,,2015
464945,2015-12-13,California,Huntington Beach,17000 block of Keelson Lane,0,4,0,0,0,,2015
465117,2015-12-12,Illinois,Lovejoy (Brooklyn),307 Jefferson St,1,3,0,0,1,,2015
464002,2015-12-12,Georgia,Savannah,Whitaker Street,0,4,0,0,1,,2015
463642,2015-12-11,Maryland,Baltimore,5100 block of Park Heights Avenue,1,3,0,0,0,,2015
463734,2015-12-11,Pennsylvania,Pittsburgh,1222 Brownsville Rd,0,4,0,0,0,,2015
461476,2015-12-08,Ohio,Cincinnati,2300 block of Baltimore Ave,1,3,0,0,1,,2015
460049,2015-12-06,Louisiana,Raceland,Market Street,1,3,0,0,2,,2015
460386,2015-12-06,Nebraska,Omaha,North 108th Street and Military Road,2,3,0,0,1,,2015
456893,2015-12-02,California,San Bernardino,1365 South Waterman Ave,14,19,2,0,0,,2015
457037,2015-12-02,Georgia,Savannah,100 block of West 33rd Street,1,3,0,0,0,,2015
455394,2015-11-29,Illinois,Kankakee,648 E Court St,0,5,0,0,0,,2015
454059,2015-11-27,Colorado,Colorado Springs,3480 Centennial Blvd,3,9,0,0,1,,2015
455684,2015-11-27,California,Sacramento,7900 block of Florin Road,2,2,0,0,0,,2015
454788,2015-11-24,South Carolina,Conway,1321 Colletta Ct,0,4,0,0,0,,2015
452120,2015-11-23,Minnesota,Minneapolis,Morgan Avenue North,0,5,0,0,4,,2015
452007,2015-11-23,Ohio,Columbus,90 block of S Terrace Ave,3,1,1,0,0,,2015
451305,2015-11-22,New York,Newburgh,203 Broadway,0,5,0,0,0,,2015
452362,2015-11-22,South Carolina,North Charleston,Park Circle,1,3,0,0,1,,2015
451349,2015-11-22,Illinois,Chicago,4100 block of West Roosevelt,0,4,0,0,0,,2015
451495,2015-11-22,Louisiana,New Orleans,1900 block of Gallier St,0,17,0,0,9,,2015
451338,2015-11-22,Washington,Seattle,Broadway and Pike,0,4,0,0,2,,2015
